R: 38 -> hit (tag 4, index 3)
R: 5 -> miss (tag 0, index 2)
R: 22 -> miss (tag 2, index 3)
W: 38 -> hit (tag 4, index 3)
R: 39 -> hit (tag 4, index 3)
R: 5 -> hit (tag 0, index 2)
R: 23 -> hit (tag 2, index 3)
W: 39 -> hit (tag 4, index 3)
R: 36 -> hit (tag 4, index 2)
R: 6 -> miss (tag 0, index 3)
R: 24 -> miss (tag 3, index 0)
W: 36 -> hit (tag 4, index 2)
R: 37 -> hit (tag 4, index 2)
R: 6 -> hit (tag 0, index 3)
R: 25 -> hit (tag 3, index 0)
W: 37 -> hit (tag 4, index 2)
R: 38 -> hit (tag 4, index 3)
R: 6 -> hit (tag 0, index 3)
R: 26 -> miss (tag 3, index 1)
W: 38 -> hit (tag 4, index 3)
R: 39 -> hit (tag 4, index 3)
R: 6 -> hit (tag 0, index 3)
R: 27 -> hit (tag 3, index 1)
W: 39 -> hit (tag 4, index 3)
R: 36 -> hit (tag 4, index 2)
R: 7 -> hit (tag 0, index 3)
R: 28 -> miss (tag 3, index 2)
W: 36 -> hit (tag 4, index 2)
R: 37 -> hit (tag 4, index 2)
R: 7 -> hit (tag 0, index 3)
R: 29 -> hit (tag 3, index 2)
W: 37 -> hit (tag 4, index 2)
R: 38 -> hit (tag 4, index 3)
R: 7 -> hit (tag 0, index 3)
R: 30 -> miss (tag 3, index 3)
W: 38 -> miss (tag 4, index 3)
R: 39 -> hit (tag 4, index 3)
R: 7 -> miss (tag 0, index 3)
R: 31 -> miss (tag 3, index 3)
W: 39 -> miss (tag 4, index 3)
R: 40 -> miss (tag 5, index 0)
R: 8 -> miss (tag 1, index 0)
R: 16 -> miss (tag 2, index 0)
W: 40 -> miss (tag 5, index 0)
R: 41 -> hit (tag 5, index 0)
R: 8 -> miss (tag 1, index 0)
R: 17 -> miss (tag 2, index 0)
W: 41 -> miss (tag 5, index 0)
R: 42 -> miss (tag 5, index 1)
R: 8 -> miss (tag 1, index 0)
R: 18 -> miss (tag 2, index 1)
W: 42 -> hit (tag 5, index 1)
R: 43 -> hit (tag 5, index 1)
R: 8 -> hit (tag 1, index 0)
R: 19 -> hit (tag 2, index 1)
W: 43 -> hit (tag 5, index 1)
R: 40 -> hit (tag 5, index 0)
R: 9 -> hit (tag 1, index 0)
R: 20 -> miss (tag 2, index 2)
W: 40 -> hit (tag 5, index 0)
R: 41 -> hit (tag 5, index 0)
R: 9 -> hit (tag 1, index 0)
R: 21 -> hit (tag 2, index 2)
W: 41 -> hit (tag 5, index 0)
R: 42 -> hit (tag 5, index 1)
R: 9 -> hit (tag 1, index 0)
R: 22 -> miss (tag 2, index 3)
W: 42 -> hit (tag 5, index 1)
R: 43 -> hit (tag 5, index 1)
R: 9 -> hit (tag 1, index 0)
R: 23 -> hit (tag 2, index 3)
W: 43 -> hit (tag 5, index 1)
R: 40 -> hit (tag 5, index 0)
R: 10 -> miss (tag 1, index 1)
R: 24 -> miss (tag 3, index 0)
W: 40 -> hit (tag 5, index 0)
R: 41 -> hit (tag 5, index 0)
R: 10 -> hit (tag 1, index 1)
R: 25 -> hit (tag 3, index 0)
W: 41 -> hit (tag 5, index 0)
R: 42 -> hit (tag 5, index 1)
R: 10 -> hit (tag 1, index 1)
R: 26 -> miss (tag 3, index 1)
W: 42 -> miss (tag 5, index 1)
R: 43 -> hit (tag 5, index 1)
R: 10 -> miss (tag 1, index 1)
R: 27 -> miss (tag 3, index 1)
W: 43 -> miss (tag 5, index 1)
R: 40 -> hit (tag 5, index 0)
R: 11 -> miss (tag 1, index 1)
R: 28 -> miss (tag 3, index 2)
W: 40 -> hit (tag 5, index 0)
R: 41 -> hit (tag 5, index 0)
R: 11 -> hit (tag 1, index 1)
R: 29 -> hit (tag 3, index 2)
W: 41 -> hit (tag 5, index 0)
R: 42 -> hit (tag 5, index 1)
R: 11 -> hit (tag 1, index 1)
R: 30 -> miss (tag 3, index 3)
W: 42 -> hit (tag 5, index 1)
R: 43 -> hit (tag 5, index 1)
R: 11 -> hit (tag 1, index 1)
R: 31 -> hit (tag 3, index 3)
W: 43 -> hit (tag 5, index 1)
R: 44 -> miss (tag 5, index 2)
R: 12 -> miss (tag 1, index 2)
R: 16 -> miss (tag 2, index 0)
W: 44 -> hit (tag 5, index 2)
R: 45 -> hit (tag 5, index 2)
R: 12 -> hit (tag 1, index 2)
R: 17 -> hit (tag 2, index 0)
W: 45 -> hit (tag 5, index 2)
R: 46 -> miss (tag 5, index 3)
R: 12 -> hit (tag 1, index 2)
R: 18 -> miss (tag 2, index 1)
W: 46 -> hit (tag 5, index 3)
R: 47 -> hit (tag 5, index 3)
R: 12 -> hit (tag 1, index 2)
R: 19 -> hit (tag 2, index 1)
W: 47 -> hit (tag 5, index 3)
R: 44 -> hit (tag 5, index 2)
R: 13 -> hit (tag 1, index 2)
R: 20 -> miss (tag 2, index 2)
W: 44 -> miss (tag 5, index 2)
R: 45 -> hit (tag 5, index 2)
R: 13 -> miss (tag 1, index 2)
R: 21 -> miss (tag 2, index 2)
W: 45 -> miss (tag 5, index 2)
R: 46 -> hit (tag 5, index 3)
R: 13 -> miss (tag 1, index 2)
R: 22 -> miss (tag 2, index 3)
W: 46 -> hit (tag 5, index 3)
R: 47 -> hit (tag 5, index 3)
R: 13 -> hit (tag 1, index 2)
R: 23 -> hit (tag 2, index 3)
W: 47 -> hit (tag 5, index 3)
R: 44 -> hit (tag 5, index 2)
R: 14 -> miss (tag 1, index 3)
R: 24 -> miss (tag 3, index 0)
W: 44 -> hit (tag 5, index 2)
R: 45 -> hit (tag 5, index 2)
R: 14 -> hit (tag 1, index 3)
R: 25 -> hit (tag 3, index 0)
W: 45 -> hit (tag 5, index 2)
R: 46 -> hit (tag 5, index 3)
R: 14 -> hit (tag 1, index 3)
R: 26 -> miss (tag 3, index 1)
W: 46 -> hit (tag 5, index 3)
R: 47 -> hit (tag 5, index 3)
R: 14 -> hit (tag 1, index 3)
R: 27 -> hit (tag 3, index 1)
W: 47 -> hit (tag 5, index 3)
R: 44 -> hit (tag 5, index 2)
R: 15 -> hit (tag 1, index 3)
R: 28 -> miss (tag 3, index 2)
W: 44 -> hit (tag 5, index 2)
R: 45 -> hit (tag 5, index 2)
R: 15 -> hit (tag 1, index 3)
R: 29 -> hit (tag 3, index 2)
W: 45 -> hit (tag 5, index 2)
R: 46 -> hit (tag 5, index 3)
R: 15 -> hit (tag 1, index 3)
R: 30 -> miss (tag 3, index 3)
W: 46 -> miss (tag 5, index 3)
R: 47 -> hit (tag 5, index 3)
R: 15 -> miss (tag 1, index 3)
R: 31 -> miss (tag 3, index 3)
W: 47 -> miss (tag 5, index 3)
